rhx;rhy;rhz;rwx;rwy;rwz;rex;rey;rez;lhx;lhy;lhz;lwx;lwy;lwz;lex;ley;lez;sx;sy;sz;hx;hy;hz;timestamp;phase rh;phase lh;phase rhlh
6.524.545;4.804.282;1.841.555;6.855.894;4.562.698;1.875.332;7.147.244;3.656.119;2.002.336;6.198.731;4.902.546;1.829.346;5.877.816;4.718.513;1.852.523;53.605;3.662.534;2.001.194;6.294.464;3.788.426;2.055.769;6.255.002;1.258.491;2.023.185;5325600;Rest;Rest;Rest
6.465.706;4.786.368;183.724;6.808.946;4.557.234;1.869.744;7.094.808;3.662.801;1.996.429;5.950.627;4.657.674;1.854.276;5.635.162;4.488.257;1.875.566;5.326.881;3.661.641;1.996.522;6.253.114;3.794.408;2.050.429;6.207.948;125.607;2.020.928;5325647;Rest;Rest;Rest
6.440.205;47.938;1.833.327;6.776.456;45.517;1.864.945;7.068.737;3.657.022;1.993.563;6.147.179;465.757;18.472;5.830.793;4.723.552;1.836.266;5.281.001;3.664.082;198.993;6.210.958;3.797.211;2.046.052;6.171.084;1.256.507;2.020.547;5325678;Rest;Rest;Rest
6.413.497;4.790.817;1.828.638;6.741.977;4.540.945;1.861.045;7.026.547;3.667.985;1.987.765;6.124.928;4.595.794;1.825.242;5.825.824;4.722.063;1.834.171;5.259.415;3.670.812;1.984.944;6.172.057;380.468;2.041.412;6.145.479;1.258.953;201.843;5325709;Rest;Rest;Rest
6.296.211;4.842.834;18.149;6.549.486;4.639.699;1.838.413;6.994.581;3.655.149;1.986.593;6.019.985;486.678;1.793.637;5.796.605;4.715.134;1.830.785;5.223.535;3.663.558;1.980.242;6.147.079;3.808.923;2.037.993;6.108.805;1.258.816;2.017.022;5325741;Rest;Rest;Rest
6.306.584;4.830.177;1.812.628;6.542.404;4.638.582;1.837.175;6.975.133;3.654.187;1.984.589;5.868.608;4.772.448;1.812.936;5.555.997;4.588.542;1.846.217;5.172.951;3.667.474;1.975.295;6.114.937;3.811.483;2.034.818;6.071.629;125.747;2.016.426;5325772;Rest;Rest;Rest
6.304.743;4.823.361;1.810.785;6.539.013;4.633.546;1.836.439;6.934.539;3.653.636;1.981.312;5.865.044;4.774.086;1.810.573;5.572.913;4.605.052;1.840.929;5.145.591;3.667.418;1.971.718;6.088.042;3.812.456;203.135;6.043.863;1.257.938;201.559;5325803;Rest;Rest;Rest
6.318.946;4.805.143;1.810.115;6.558.259;4.580.738;1.837.564;6.911.693;3.663.394;1.978.313;5.866.745;4.785.972;1.803.929;553.159;4.583.497;1.839.828;5.119.917;3.666.619;1.968.306;6.060.755;3.818.955;2.028.143;6.022.569;1.258.484;2.014.996;5325834;Rest;Rest;Rest
6.295.206;4.827.862;180.537;6.501.532;4.606.114;1.830.364;6.890.691;3.657.503;1.977.288;5.857.504;4.789.449;1.801.768;5.512.224;4.575.769;1.837.343;5.094.732;3.676.889;1.963.884;6.042.587;3.823.587;2.025.551;6.002.567;1.261.523;2.013.889;5325881;Rest;Rest;Rest
6.320.257;4.794.135;1.807.547;652.986;4.563.932;1.834.754;6.870.987;3.658.202;1.976.428;5.854.839;479.257;1.799.056;551.911;4.582.921;1.833.739;5.073.197;3.679.279;1.960.278;6.025.988;382.796;2.023.076;5.986.795;1.263.374;2.012.996;5325912;Rest;Rest;Rest
6.300.771;4.809.423;1.804.095;6.498.198;4.584.168;1.830.656;6.862.657;3.659.802;197.628;5.850.071;4.796.208;1.795.371;5.509.021;4.579.153;1.831.746;5.051.065;3.685.293;1.956.686;6.007.737;3.836.026;2.020.266;5.972.368;126.587;2.012.208;5325944;Rest;Rest;Rest
627.601;4.824.344;1.799.936;648.085;460.442;1.826.027;6.850.039;3.656.209;1.976.251;5.836.303;4.796.001;1.792.939;5.496.793;4.577.022;1.829.419;5.028.162;368.465;1.952.805;5.991.901;3.838.837;2.018.274;5.956.395;1.267.723;201.101;5325975;Rest;Rest;Rest
6.246.891;4.819.137;17.952;6.461.856;4.615.771;1.823.314;6.838.872;3.662.614;197.538;5.839.794;4.804.072;1.789.005;5.525.204;4.609.078;1.820.589;5.010.318;3.687.289;1.949.294;5.976.365;384.125;2.015.858;5.946.597;1.268.662;2.010.019;5326006;Rest;Rest;Rest
6.192.888;4.851.349;1.789.064;641.545;4.650.088;1.815.358;6.817.992;3.672.583;197.354;5.643.889;4.752.062;1.795.097;5.307.525;4.512.669;1.827.348;4.999.671;3.684.205;194.755;5.964.866;3.844.836;2.014.099;5.930.238;1.271.406;2.008.682;5326037;Rest;Rest;Rest
6.184.137;4.855.478;1.787.589;6.407.376;4.653.359;1.813.383;6.797.498;3.683.875;1.971.061;564.016;4.744.505;1.794.611;5.305.708;4.506.567;1.828.063;4.988.643;3.675.449;1.946.307;5.957.624;3.847.932;2.012.892;5.924.806;1.271.269;2.008.442;5326084;Rest;Rest;Rest
6.193.447;4.883.193;1.778.419;6.384.899;4.661.323;1.807.734;6.774.793;3.685.495;1.970.371;5.652.484;4.734.927;1.791.315;531.234;4.503.932;1.824.462;4.966.974;3.676.588;1.940.229;5.929.659;3.856.186;2.008.478;5.907.108;1.274.726;2.006.737;5326178;Rest;Rest;Rest
6.186;489.441;1.776.423;6.374.769;4.668.161;1.805.065;6.765.065;3.683.543;197.053;5.802.015;4.790.143;1.779.826;5.444.543;4.553.499;1.802.346;4.959.578;3.680.843;1.937.011;5.922.019;3.858.548;2.007.184;5.900.319;1.277.625;2.005.889;5326194;Rest;Rest;Rest
6.364.765;4.841.099;1.746.805;6.368.829;4.671.305;1.802.819;6.760.956;368.271;1.970.927;5.800.477;4.788.059;1.778.343;5.444.239;4.553.458;1.802.372;4.956.542;3.686.603;1.933.491;5.913.629;3.861.967;2.005.703;5.888.578;128.269;2.003.479;5326209;Rest;Rest;Rest
6.186.968;4.854.511;1.760.257;6.365.074;4.672.601;1.801.467;6.753.576;368.118;1.971.325;5.724.112;4.737.966;1.782.737;5.364.698;4.511.014;180.777;4.953.073;3.689.027;1.930.631;5.909.735;3.863.227;2.004.935;5.883.549;1.284.995;2.002.134;5326241;Rest;Rest;Rest
6.147.802;4.891.191;175.796;6.337.727;4.699.531;1.795.086;6.745.107;3.682.528;1.971.501;5.716.844;472.682;1.781.404;5.357.706;450.474;1.808.266;4.949.811;3.696.283;1.926.098;5.903.224;3.865.955;2.003.821;5.877.266;1.293.626;19.993;5326272;Rest;Rest;Rest
6.146.632;4.892.221;1.757.928;6.337.679;4.699.361;1.794.568;6.737.217;3.687.989;1.971.398;5.711.901;472.113;1.780.297;5.353.082;4.501.926;1.808.244;4.947.913;3.701.289;1.923.614;5.900.507;3.866.842;2.003.148;5.878.851;1.303.363;1.996.314;5326319;Rest;Rest;Rest
6.141.147;4.896.125;1.760.633;6.340.038;4.696.826;1.794.088;6.724.072;3.698.287;1.971.465;5.715.326;4.733.616;1.777.703;53.572;4.513.699;1.805.785;4.945.115;3.712.984;1.919.983;5.902.725;3.875.785;200.184;5.878.407;1.319.981;1.990.945;5326334;Rest;Rest;Rest
6.089.711;4.925.278;1.755.952;6.299.911;4.722.363;1.785.561;6.715.858;370.761;1.971.698;5.707.244;4.725.624;1.777.448;5.350.279;4.505.899;1.806.194;493.852;3.703.792;1.919.977;5.898.906;3.875.444;2.001.005;587.839;133.468;1.984.934;5326381;Rest;Rest;Rest
6.083.778;492.419;1.757.042;6.294.124;4.719.241;1.786.052;6.710.434;3.708.104;1.972.982;5.709.034;4.725.395;1.776.141;5.351.017;4.508.121;1.805.127;493.692;3.705.888;1.918.458;5.892.912;3.873.027;2.000.227;588.026;1.346.232;1.980.346;5326412;Rest;Rest;Rest
6.241.833;4.888.177;1.776.984;6.450.639;4.672.066;180.306;6.702.432;3.712.728;1.974.492;5.717.484;4.741.516;1.774.252;5.359.385;4.524.473;1.803.283;4.936.026;3.722.229;1.915.012;5.890.451;3.872.402;1.999.885;5.883.795;1.355.961;197.633;5326444;Rest;Rest;Rest
628.997;4.829.956;1.783.025;6.520.669;4.604.316;1.814.881;6.696.202;3.726.056;1.975.091;5.720.262;4.745.313;1.773.994;53.618;4.528.328;1.802.853;4.934.549;3.726.106;1.913.889;5.887.164;387.195;1.999.372;5.884.915;1.363.304;197.292;5326475;Rest;Rest;Rest
6.277.085;4.841.875;1.782.088;651.315;4.617.682;1.814.903;668.797;3.753.853;1.974.623;5.720.577;4.742.704;1.775.482;5.361.862;4.523.719;1.803.594;4.931.125;3.721.055;1.913.843;5.882.505;3.871.462;1.998.567;5.886.643;1.367.064;1.970.226;5326506;Rest;Rest;Rest
6.229.038;4.883.438;1.773.757;6.474.507;4.660.756;1.808.468;6.687.755;3.768.838;197.447;5.725.346;4.750.804;1.775.629;536.636;453.044;1.803.157;4.930.222;3.726.651;1.912.025;5.877.481;3.872.776;1.997.353;5.883.412;1.373.878;1.965.328;5326553;Rest;Rest;Rest
6.318.007;4.804.743;1.791.959;6.565.708;4.587.179;1.827.254;6.687.725;3.769.023;1.974.717;5.734.155;4.756.423;1.776.527;5.374.681;4.534.812;1.803.383;4.930.892;3.729.508;1.910.274;5.873.748;3.871.717;1.996.442;5.884.369;1.382.434;1.960.639;5326569;Rest;Rest;Rest
6.154.359;5.003.232;1.757.143;6.402.498;478.734;1.792.565;6.688.982;3.770.869;1.975.443;5.851.336;4.790.766;17.738;5.530.524;4.587.495;1.802.088;4.937.326;3.736.614;1.906.883;5.871.919;3.872.345;1.995.189;5.880.285;1.396.827;1.953.982;5326616;Rest;Rest;Rest
6.187.359;4.989.314;1.761.918;6.435.499;4.773.421;1.797.341;6.689.483;3.773.024;197.558;5.826.873;4.769.923;1.777.379;5.475.973;4.538.768;1.805.533;4.945.065;3.735.802;1.904.345;5.870.778;3.871.783;1.993.873;5.880.998;1.410.069;1.946.881;5326647;Rest;Rest;Rest
6.193.633;4.991.645;1.762.295;6.441.772;4.775.753;1.797.718;6.693.069;377.269;1.976.385;5.805.663;4.768.404;1.779.816;545.829;4.530.408;1.807.454;4.951.295;3.728.447;1.901.598;5.871.619;3.869.349;1.992.193;5.882.668;1.423.116;1.940.532;5326678;Rest;Rest;Rest
6.129.692;502.915;1.753.584;6.380.607;4.804.286;1.790.505;6.702.466;3.764.146;1.978.437;58.117;4.775.702;1.780.212;5.463.413;4.535.684;1.806.684;4.962.486;3.725.329;1.898.924;5.875.059;386.753;1.990.399;5.882.197;1.436.828;1.932.868;5326709;Rest;Rest;Rest
6.395.961;488.855;1.786.083;66.441;4.672.657;1.821.505;6.715.464;3.757.145;1.979.151;5.820.151;4.780.992;1.780.618;547.258;4.537.946;1.806.368;497.121;3.722.697;1.896.397;5.883.333;3.863.768;1.988.136;5.880.107;1.452.599;1.924.556;5326741;Rest;Rest;Rest
6.397.895;4.890.824;1.786.065;6.646.035;4.674.932;1.821.487;6.740.921;3.737.536;19.797;5.839.182;4.805.994;1.779.226;5.492.279;45.605;1.804.417;499.725;3.733.339;1.890.837;5.898.771;3.859.511;1.985.418;5.894.198;1.466.399;191.731;5326772;Rest;Rest;Rest
6.442.098;4.837.338;1.795.546;6.690.237;4.621.445;1.830.968;6.769.733;3.722.388;1.978.528;5.851.765;4.816.446;1.778.677;5.505.905;4.567.911;1.803.258;5.015.265;3.733.231;1.887.345;5.920.449;3.857.538;1.981.763;5.903.179;1.477.478;1.910.849;5326803;Rest;Rest;Rest
6.456.309;4.835.415;1.795.903;6.704.448;4.619.523;1.831.325;6.802.942;3.709.501;1.976.072;586.236;4.824.204;1.778.259;551.717;457.339;1.802.304;5.031.042;3.732.228;1.884.481;5.942.438;3.852.422;1.976.818;5.920.341;1.492.229;1.903.557;5326850;Rest;Rest;Rest
6.454.998;4.887.488;1.783.404;6.703.137;4.671.595;1.818.826;6.831.133;3.697.786;1.971.144;5.890.982;4.824.606;1.776.822;5.546.666;4.570.146;1.799.831;5.057.344;3.728.817;1.880.963;5.964.707;384.461;1.970.663;5.939.996;1.511.524;1.893.832;5326881;Rest;Rest;Rest
6.511.918;483.498;1.789.334;6.760.057;4.619.088;1.824.757;6.858.049;3.685.046;1.965.253;5.906.038;4.829.123;177.499;5.561.949;4.573.352;1.797.569;5.079.387;3.727.309;1.878.244;5.994.996;3.835.588;1.963.736;5.975.186;1.533.927;1.885.337;5326913;Rest;Rest;Rest
6.577.034;482.619;1.792.715;6.825.173;4.610.298;1.828.137;6.908.129;3.682.176;1.956.276;5.941.856;4.824.195;1.771.682;5.597.889;4.567.132;1.793.758;5.113.438;3.722.656;1.874.642;6.031.548;3.824.584;1.956.584;5.996.492;154.106;18.772;5326944;Rest;Rest;Rest
6.688.303;4.780.462;1.775.751;6.934.437;4.581.616;1.809.303;7.040.005;3.684.299;1.921.949;6.003.433;4.825.929;1.759.671;565.953;4.567.917;1.781.392;5.234.852;3.689.127;1.860.696;6.150.276;3.807.803;1.927.317;6.150.857;1.566.077;1.846.323;5327100;Rest;Rest;Rest
6.724.085;4.768.397;1.768.209;6.967.114;4.587.437;1.799.899;7.098.763;3.687.455;1.910.263;6.057.343;4.857.217;1.749.077;5.713.443;4.599.056;1.770.745;5.291.776;3.685.561;1.855.097;6.190.105;3.809.738;1.916.777;6.201.528;1.566.551;1.839.873;5327100;Rest;Rest;Rest
6.755.126;4.773.765;1.751.585;7.000.476;4.576.047;1.784.969;7.136.937;3.686.736;189.894;6.098.749;4.852.776;1.739.797;5.754.841;4.594.536;1.761.438;5.357.591;3.676.243;1.845.908;6.247.063;3.822.617;1.904.733;6.259.783;1.555.799;1.832.439;5327116;Rest;Rest;Rest
6.782.132;4.766.161;1.738.915;7.028.206;4.561.258;1.773.131;7.195.432;3.671.434;1.884.993;6.186.844;4.834.625;1.722.143;5.842.909;4.576.369;1.743.776;5.412.292;3.659.024;1.836.902;6.292.411;3.829.178;1.894.907;632.018;1.542.585;1.828.381;5327147;Rest;Rest;Rest
6.490.555;5.063.583;1.656.629;6.774.742;4.763.717;1.703.903;7.235.359;3.690.708;186.954;6.535.149;5.076.703;1.666.454;6.191.191;4.818.433;1.688.084;5.541.455;3.776.623;1.812.871;6.351.792;3.818.463;1.884.541;6.356.429;1.527.304;1.824.489;5327178;Rest;Rest;Rest
6.556.829;4.969.441;1.662.799;68.527;4.721.244;1.700.081;7.275.769;3.701.022;1.857.372;6.458.167;4.901.288;1.673.112;6.086.363;4.700.066;1.699.963;5.558.186;3.708.124;1.810.143;6.401.442;385.024;1.875.291;6.393.155;1.511.534;1.822.724;5327209;Rest;Rest;Rest
6.710.378;4.792.171;1.674.676;7.084.607;46.062;1.704.457;728.958;3.730.697;1.841.986;6.648.001;4.932.819;1.671.275;6.372.721;4.756.668;1.665.949;5.619.767;3.745.465;1.797.961;6.442.098;3.867.051;1.868.017;6.484.582;1.497.824;1.821.117;5327241;Rest;Rest;Rest
6.731.291;4.840.775;165.703;7.076.995;4.624.421;1.691.949;7.325.801;3.762.384;1.826.178;6.497.146;4.877.927;1.651.671;6.118.997;4.653.039;1.663.043;5.644.659;3.749.601;1.791.856;6.478.916;3.866.042;1.861.635;6.530.152;1.479.578;1.820.977;5327272;Rest;Rest;Rest
6.724.474;4.832.987;1.648.734;7.090.175;4.632.599;1.679.015;7.360.418;376.705;1.816.943;6.726.024;4.926.981;163.711;6.472.969;4.720.109;1.642.367;5.679.272;3.761.259;178.097;6.527.428;3.886.815;1.854.512;6.542.097;1.476.673;1.818.109;5327334;Rest;Rest;Rest
6.728.498;4.836.702;1.637.185;7.099.744;4.637.586;1.665.013;7.405.431;3.771.528;1.806.762;6.687.236;4.885.489;1.611.097;6.424.309;472.408;1.633.321;5.703.642;3.727.861;1.777.798;6.556.378;3.883.911;1.850.138;6.647.141;1.464.473;1.818.622;5327350;Rest;Rest;Rest
6.565.361;4.891.472;1.613.011;6.937.212;4.712.635;1.629;7.436.715;3.772.335;179.857;6.717.487;4.894.307;1.604.506;6.438.685;4.755.336;1.624.955;5.743.124;3.742.914;1.769.877;6.580.209;3.885.598;1.845.345;6.665.946;1.453.552;1.816.751;5327381;Rest;Rest;Rest
6.965.492;4.826.408;1.597.114;7.148.859;4.640.136;1.636.696;7.478.172;3.791.983;1.786.837;6.605.072;4.837.382;1.604.188;6.362.042;4.667.626;1.632.195;5.756.637;3.746.549;1.766.629;6.625.238;3.905.061;1.839.774;6.682.114;1.438.504;1.813.348;5327413;Rest;Rest;Rest
6.631.688;4.809.193;1.595.847;7.033.345;4.681.887;1.623.526;7.505.154;3.800.278;1.780.401;6.354.385;4.937.154;159.142;6.556.191;4.701.348;1.612.514;5.787.333;3.758.995;1.761.867;6.650.892;3.904.728;1.835.617;6.708.041;14.347;181.254;5327444;Rest;Rest;Rest
6.805.982;4.880.089;1.592.387;7.029.023;4.688.035;1.621.241;7.528.683;3.803.974;1.774.665;6.576.053;501.347;1.579.945;6.532.784;4.718.614;1.607.246;5.801.521;376.012;176.034;6.669.855;3.912.537;1.831.776;6.722.887;1.439.646;1.809.592;5327475;Rest;Rest;Rest
689.354;4.918.993;1.583.046;7.044.718;4.690.536;161.904;756.352;3.819.384;1.765.415;6.676.418;499.329;1.577.332;6.531.002;4.731.374;1.603.934;5.818.382;3.763.221;1.758.209;6.691.654;3.925.484;1.827.025;6.737.234;1.445.102;1.806.616;5327506;Rest;Rest;Rest
7.010.406;4.959.268;1.578.735;7.062.096;4.695.804;1.616.336;7.582.285;3.820.832;1.762.375;6.733.658;4.935.289;1.567.748;6.530.373;4.741.945;1.601.644;5.829.471;3.768.089;1.756.685;6.721.556;3.943.161;1.821.959;6.753.282;1.458.572;1.801.736;5327538;Rest;Rest;Rest
6.931.654;4.944.035;1.581.579;7.087.438;4.700.394;1.612.428;7.602.862;3.821.995;1.760.483;6.855.911;4.755.015;1.586.618;6.535.308;4.748.972;1.600.181;584.424;3.768.664;1.755.358;6.736.407;3.957.294;1.818.037;676.007;1.471.767;1.797.645;5327584;Rest;Rest;Rest
6.922.236;4.938.943;1.581.435;7.102.259;4.702.669;1.609.133;7.616.587;3.833.876;1.756.123;684.795;4.736.052;1.587.817;6.525.905;4.733.069;1.599.968;5.848.365;3.748.096;1.756.444;6.753.667;3.967.217;1.815.128;6.776.256;1.487.703;1.793.184;5327647;Rest;Rest;Rest
7.007.705;4.964.226;1.567.946;7.112.958;4.711.833;1.604.029;764.563;3.834.624;1.753.045;6.901.013;4.807.834;1.574.247;6.527.573;4.727.951;1.593.091;5.874.718;3.736.352;1.752.267;6.784.896;3.967.322;1.811.146;6.798.573;1.494.372;1.786.709;5327741;Rest;Rest;Rest
7.038.249;4.980.548;1.564.766;71.162;4.720.575;160.146;7.664.629;3.831.079;1.753.368;6.865.791;4.790.473;1.574.135;6.547.375;4.753.463;1.587.647;5.900.516;3.752.647;1.745.337;6.793.175;396.145;1.809.333;6.809.915;1.496.302;1.782.351;5327741;Rest;Rest;Rest
6.962.218;493.467;1.569.573;7.158.408;4.720.494;1.599.873;7.664.286;3.830.431;1.753.324;6.978.104;470.009;158.437;6.655.586;4.685.904;1.595.497;5.904.087;3.729.514;1.744.632;6.800.982;3.962.198;1.807.825;6.826.794;1.495.907;1.777.706;5327756;Rest;Rest;Rest
696.154;4.919.848;1.572.008;7.179.331;4.720.576;1.600.409;7.666.851;3.830.016;1.752.926;6.976.334;4.706.419;1.585.046;6.654.269;4.679.332;1.595.719;5.913.117;3.710.534;1.743.567;6.804.984;395.395;1.806.404;6.845.956;1.496.785;1.773.319;5327772;Rest;Rest;Rest
6.958.779;4.916.895;1.575.895;7.190.024;4.721.334;160.084;7.670.939;3.830.389;1.752.231;6.909.749;4.759.257;1.581.252;6.588.951;4.709.792;1.590.008;5.920.717;3.704.744;174.242;6.812.263;394.441;1.805.196;6.863.459;1.490.199;1.769.321;5327803;Rest;Rest;Rest
696.585;4.921.174;1.578.186;7.200.725;4.725.263;1.601.598;767.269;3.705.991;17.673;6.943.187;4.857.004;15.731;6.582.934;4.717.341;1.589.854;5.928.925;3.699.247;1.741.116;6.813.921;3.940.391;1.804.588;6.902.652;1.495.927;1.764.122;5327834;Rest;Rest;Rest
6.980.686;4.916.214;1.580.296;7.218.291;4.723.451;1.603.637;7.678.822;37.893;1.755.625;6.947.702;4.866.743;1.573.881;6.575.438;4.724.228;1.590.981;593.326;3.692.176;1.740.254;6.815.843;3.935.633;1.803.909;6.942.159;1.494.964;1.761.752;5327866;Rest;Rest;Rest
6.983.548;4.917.542;158.187;7.235.249;4.718.393;1.606.645;7.678.264;379.141;1.755.695;6.888.066;4.817.537;1.582.857;6.575.041;4.731.247;1.591.296;594.476;3.687.217;1.739.082;6.815.078;3.928.346;1.802.887;6.979.987;1.501.214;1.757.909;5327944;Rest;Rest;Rest
6.984.759;4.921.802;1.582.819;7.239.594;47.175;1.607.661;7.675.858;3.792.232;17.563;6.887.078;4.819.888;1.584.505;6.573.556;4.732.273;1.591.498;5.945.831;3.684.675;173.861;681.682;3.923.833;1.802.475;7.022.561;1.508.994;1.755.806;5327959;Rest;Rest;Rest
6.986.932;4.928.264;1.584.526;7.241.379;4.718.408;1.608.752;7.672.982;3.792.585;1.757.111;6.933.611;4.884.832;1.578.645;6.572.062;473.351;1.591.712;5.946.959;3.681.182;1.737.783;6.816.129;3.920.404;1.802.097;7.041.198;1.511.013;1.754.375;5327975;Rest;Rest;Rest
6.986.254;4.931.976;1.585.503;7.245.713;4.718.486;1.610.421;7.670.965;3.790.569;1.758.365;6.943.867;489.603;1.580.656;6.570.224;473.745;1.592.143;5.946.321;367.896;1.736.419;6.815.175;3.918.857;1.802.031;7.071.062;1.514.982;175.487;5328006;Rest;Rest;Rest
6.985.027;4.936.127;1.586.655;7.242.923;4.723.062;1.610.962;7.665.689;3.789.339;1.759.367;6.950.561;490.435;1.582.683;6.569.668;4.737.943;1.592.106;5.945.662;3.676.358;1.735.315;6.809.976;3.909.941;1.801.841;7.081.179;1.515.985;1.755.042;5328069;Rest;Rest;Rest
6.961.394;4.943.829;1.587.582;7.242.779;4.724.234;1.611.779;7.661.919;3.789.325;1.759.983;6.954.174;4.913.259;1.584.246;6.568.547;4.737.501;1.592.163;5.941.976;3.674.239;1.734.279;6.805.719;3.902.197;1.802.068;7.091.756;1.519.378;1.755.207;5328084;Rest;Rest;Rest
6.955.234;4.945.547;1.588.267;7.242.747;4.724.577;1.613.004;7.655.191;3.787.017;1.761.216;6.953.348;4.917.954;1.585.121;6.584.919;4.739.889;1.594.672;5.940.819;3.674.232;1.732.391;6.804.214;3.900.478;180.248;7.087.844;1.521.917;1.754.938;5328116;Rest;Rest;Rest
6.952.648;495.034;1.588.254;7.184.662;4.750.015;1.611.205;7.594.812;3.859.708;175.709;6.946.965;4.934.858;1.586.725;6.589.522;4.742.536;1.595.237;5.940.142;3.674.026;1.730.818;680.012;3.896.156;1.803.615;708.661;1.523.249;175.504;5328147;Rest;Rest;Rest
6.947.642;4.959.538;1.588.938;7.177.378;4.756.376;1.611.787;7.589.117;3.812.068;1.766.197;6.943.407;4.939.498;1.587.636;6.623.933;4.806.116;1.589.848;5.943.182;3.748.524;1.721.994;6.794.745;38.977;1.804.997;7.084.381;152.459;1.756.798;5328178;Rest;Rest;Rest
6.952.185;4.966.012;1.591.642;7.179.159;4.755.651;1.612.917;7.588.477;3.809.759;1.767.247;6.940.748;4.941.247;1.588.514;6.612.263;4.802.485;159.299;5.938.476;3.754.803;1.721.874;6.787.512;3.899.296;1.808.148;7.075.482;1.532.628;1.758.984;5328209;Rest;Rest;Rest
6.948.295;4.976.547;1.595.305;7.162.222;4.758.348;1.618.714;7.583.811;3.793.468;1.775.397;6.783.697;4.918.547;1.595.992;6.508.543;4.748.563;1.605.935;5.873.234;3.681.822;1.744.937;6.775.106;3.898.485;1.818.354;699.397;1.533.319;1.772.051;5328334;Rest;Rest;Rest
6.956.201;4.973.744;1.599.592;7.165.028;4.754.086;162.426;7.577.783;3.786.391;1.781.691;6.805.352;4.953.529;1.595.136;6.525.297;4.788.457;1.602.598;5.874.444;3.743.217;1.743.649;6.751.829;3.906.534;1.824.649;6.952.313;1.543.076;1.779.604;5328334;Rest;Rest;Rest
6.969.814;4.961.747;1.604.774;7.172.317;4.745.028;163.241;7.562.418;3.753.845;1.795.642;6.813.497;4.951.277;1.589.857;6.555.267;4.783.023;1.611.836;5.859.533;3.744.658;1.747.412;6.737.659;3.908.238;1.832.203;6.910.626;1.552.111;1.787.969;5328350;Rest;Rest;Rest
6.984.132;4.947.258;1.611.934;7.180.251;4.732.618;1.641.953;7.541.541;3.806.189;179.652;6.739.187;49.351;1.592.932;64.809;4.789.961;1.620.705;5.821.769;3.772.825;1.757.621;6.702.618;3.962.565;1.842.183;6.757.483;1.562.462;1.795.142;5328381;Rest;Rest;Rest
6.775.714;4.876.746;1.631.621;7.177.684;4.719.141;1.651.201;7.523.173;3.798.942;180.253;6.667.649;4.910.597;1.603.761;6.408.085;4.769.831;1.631.968;5.792.432;378.764;1.766.515;6.692.389;3.961.044;1.849.772;6.723.382;1.569.419;1.807.881;5328413;Rest;Rest;Rest
6.594.187;4.946.105;1.624.415;6.926.425;476.864;1.655.044;7.500.069;379.421;181.064;6.640.615;4.886.167;1.621.032;6.302.576;4.756.705;1.647.078;5.735.098;378.773;1.783.895;6.665.242;3.951.765;1.859.971;6.675.448;1.563.485;1.821.779;5328444;Rest;Rest;Rest
6.566.447;4.930.595;1.632.205;6.928.144;4.765.095;165.743;7.481.596;379.352;1.816.646;6.490.693;4.843.717;1.643.861;612.038;4.685.062;1.680.622;5.675.969;3.771.776;1.804.951;6.641.419;3.958.954;1.869.496;6.628.712;1.561.581;1.836.076;5328475;Rest;Rest;Rest
6.516.409;4.909.365;1.643.821;6.908.146;4.754.514;1.665.451;7.448.029;3.786.314;1.826.336;6.502.325;4.851.406;1.647.692;6.125.422;4.690.204;1.681.227;5.651.362;3.765.666;1.816.442;661.003;395.262;1.880.579;6.568.298;1.543.386;1.849.882;5328506;Rest;Rest;Rest
6.492.654;4.898.037;165.336;68.638;4.748.183;1.677.761;7.425.179;3.794.931;1.829.873;6.311.161;4.803.408;1.683.644;5.978.531;4.611.616;1.727.791;5.621.873;376.289;1.832.859;6.577.292;396.364;1.889.871;6.524.397;1.536.354;1.862.511;5328538;Rest;Rest;Rest
6.425.228;4.848.855;1.674.519;683.717;4.714.228;1.692.791;7.388.478;3.784.067;1.838.251;6.409.757;491.998;167.343;6.151.173;4.780.838;1.708.678;5.562.994;3.726.613;1.859.406;654.986;3.957.754;1.901.022;6.477.886;1.513.074;1.877.352;5328569;Rest;Rest;Rest
6.454.779;4.826.502;1.684.233;6.859.326;4.685.635;1.706.755;7.350.939;3.769.599;1.847.703;6.403.304;4.897.077;1.683.158;6.161.366;4.748.287;1.715.718;5.540.855;3.723.164;1.870.328;6.512.339;393.532;1.913.994;643.389;1.495.885;188.951;5328616;Rest;Rest;Rest
6.517.407;4.797.759;1.700.105;6.905.641;4.625.259;1.725.193;7.326.748;3.763.144;1.854.884;6.274.928;4.949.942;1.704.273;6.039.587;4.780.402;1.734.649;5.514.904;3.714.592;1.887.816;6.483.566;3.922.662;1.923.193;6.400.341;1.476.325;1.902.151;5328647;Rest;Rest;Rest
6.520.998;4.777.101;1.712.435;690.939;4.596.657;1.735.108;7.278.713;3.741.843;186.801;639.131;4.876.335;1.716.428;6.155.917;4.706.815;1.746.806;5.491.092;3.711.853;1.901.911;6.453.731;391.538;1.933.778;6.343.606;1.452.433;1.917.561;5328678;Rest;Rest;Rest
6.497.581;4.758.793;1.733.591;68.929;457.366;1.748.698;7.247.025;3.743.836;1.875.486;6.171.659;4.866.207;1.738.464;5.817.496;4.707.904;178.125;5.464.975;3.711.877;1.913.785;6.416.894;3.914.801;194.629;6.313.523;1.431.898;192.707;5328709;Rest;Rest;Rest
