svrhxyz,svrwxyz,phase rhlh
2.4933311625402173e-05,1.5660103386854703e-05,D
3.3563016785615104e-05,3.9468683065113595e-05,P
0.0005455685851171881,0.00021356954670799944,P
0.0010467491730860815,0.0007369242696614305,P
0.0021030154660765677,0.0021470120528093097,P
0.004287173665867799,0.0038975239512225378,P
0.011017351322943455,0.008028908102877272,P
0.006657323804475061,0.006538877128332898,P
0.010802830632847137,0.003507510466426258,P
0.018359157580535537,0.012903168810453492,P
0.006586356903363661,0.002305366781085679,P
0.001900118340923122,0.002766298610114968,P
0.000605877720435851,0.0004419046807503499,S
0.0003630020894818757,0.00021802100262079596,S
7.593118257926147e-05,0.00010683078653493648,S
0.000928728143992013,0.0014711146543898094,S
0.002987234301451644,0.003054670349905895,S
0.003446798851545713,0.02514991228290592,S
0.009755970842879772,0.014465986973335312,S
0.0005584327561896033,0.0005596634248020262,S
0.0026887577055055363,0.022015005203272143,S
0.014439024389972676,0.021765649895676732,S
0.005449389664150868,0.005663953752912254,S
0.002698599198568136,0.002313099048108243,S
0.0020331228952118973,0.0017362079468588036,S
0.00022022884485271239,0.00016074854444571825,S
2.32478916728028e-05,1.820198816665652e-05,S
0.0007555446337714093,0.0008822605167173483,S
0.0029790311892731614,0.003113992355852851,S
0.007741064922678887,0.005684885424043935,S
0.00527880303331543,0.027423767364617695,S
0.013887866613804131,0.024404432900863016,S
0.006856331886111038,0.015594905708657732,S
0.018816932463119523,8.78670528506012e-05,S
0.007463541089876364,0.01786915004618953,S
0.013716878360141682,0.02464227686804297,S
0.04141883579379191,0.025312161401977163,S
0.006010943803600596,0.0050670328618053284,S
0.0029283963106971197,0.0026602726208848904,S
0.0013128243759918815,0.0010387464562670585,S
0.00010902226218705848,0.00016824288908381737,S
0.00036820651996384086,0.0008098725467310204,S
0.002857302871960619,0.0027898873597263824,S
0.0053976157611891175,0.003974268588435457,S
0.005535832270947589,0.007283033311559288,S
0.0378666058336597,0.025017930868758885,S
0.03421558463907008,0.017952272588000716,S
0.0004430589087129859,0.00024164231293185117,S
0.027201775045891764,0.0155576361962043,S
0.045194264339481274,0.02819147070279838,S
0.006669038421028095,0.00417606624065636,S
0.004017303854305508,0.003561458426718256,S
0.0008656008185180588,0.00035018711358764885,S
0.00011147955717472225,0.0001220742636684759,S
0.0007782587937729468,0.00034566666076976394,S
0.0030893127490487365,0.002557143972168612,S
0.005364711379547322,0.00687378168377421,S
0.012288512531127595,0.015665106992190894,S
0.007378672459590865,0.01544120896154589,R
0.00471159621036412,0.009120104796605048,R
0.00013409227638475305,0.0011827821300624383,R
0.00010063414137707752,6.313017960304293e-05,R
0.00010489167610954068,2.1789929236032475e-05,R
0.00011207791341269447,9.924801284588384e-06,R
4.144532042396084e-05,0.001187180724826308,R
0.0002631096203861096,6.794446462096965e-05,R
0.0003908515335518195,5.71811003008229e-05,R
0.0004221240176674417,0.0007223093969611472,R
7.47073608048589e-05,2.9624411432804356e-05,R
0.002546667924634942,0.0016497775301204973,R
0.001210587164891408,0.00033563369817440057,R
0.0010463874500384776,0.0014221072830927152,R
0.006320097767124231,0.0006772651601326901,R
0.0034411162849306864,0.0001085278416123133,R
0.0017852904644541712,9.567333276169578e-05,R
0.0010425937518659014,0.0002524956612978038,R
0.0008181167220777723,0.0003677227220239446,R
1.0694663262189443e-05,8.302834042476157e-06,D
3.964945525513808e-07,2.7992091611612555e-06,D
3.5286400011223256e-05,1.5182247111452279e-05,D
4.7701811142495466e-05,2.4468362557333456e-05,D
0.00022696547166419471,3.644242075641232e-05,D
8.693700835687914e-06,7.4785727331560336e-06,D
7.51282564999959e-05,1.5114109576650631e-05,D
0.00016574847721897664,0.0002457191668487445,D
0.00020598610677820064,0.001907415209007837,D
0.00011612478458933139,0.0018422838597625208,D
1.0649493799681975e-06,1.9134538091652233e-05,D
1.031418261703436e-06,0.00011006095583374368,D
1.0408226849387209e-07,3.991334888993614e-05,D
1.3001121402503292e-06,0.0002951775513469283,D
0.0007383304789857885,0.00015022404022582776,D
0.0028033895517476735,0.0001777289609002786,D
0.0027540674155197586,0.0002945561449284401,D
0.0006345554750533369,0.00017919550980281858,D
0.0028874234609731924,8.402612368549944e-06,D
0.0028390599218645982,6.035082440869387e-06,D
3.3643605253823193e-07,0.00020430678042727485,D
1.1256117952190724e-08,1.3526360189626449e-06,D
1.752028483220221e-07,1.63735523089748e-06,D
8.886691642264153e-07,3.188325645208933e-06,D
7.627499071201127e-07,1.2853467487735382e-06,D
9.114523211439758e-07,6.079472065745976e-07,D
3.773689354832215e-07,2.120720001295495e-06,D
5.217335150919743e-07,1.0717853267751632e-06,D
0.0004503942188436912,1.7642756441437342e-06,D
0.0001575025888270926,0.0007519105674990517,D
4.527739702426391e-05,2.6211429123468815e-05,D
0.0002860803940710359,0.00014407698095539415,D
6.597057887303477e-05,0.0009115100865562714,D
1.9727273144640918e-05,0.00011382091316937176,D
0.01011881302191148,0.004795415649668984,P
0.010410244166139528,0.007220707891846577,P
0.0009319241560648401,0.00501523787673251,P
0.011480280745770633,9.755294994580318e-06,P
0.012204319209379942,3.366033190807054e-07,P
0.0013993892542437866,7.539869776894156e-06,P
6.749338803843377e-05,1.805923471455131e-05,P
3.86678981442933e-05,1.2209417462427443e-07,P
0.0012457028311977157,3.6184928435464135e-06,P
0.0014570512922111466,7.373421995951545e-07,S
0.0015006587385142953,2.5931031778904656e-06,S
3.925435708963723e-06,6.726104844289803e-06,S
6.126807402818685e-06,3.0905058245960184e-06,S
1.0876901024731194e-05,4.064844332345771e-06,S
4.450654395660831e-05,1.6148738565353866e-05,S
4.1006928753351624e-05,1.4090225864437764e-05,S
0.0024985567458268203,4.5382086769636534e-05,S
2.1469434726525242e-05,1.2258272915106003e-06,S
2.9924077462523856e-05,9.569320808095081e-07,S
0.002821797056801794,7.338655112172825e-07,S
0.0026912034820090846,3.5905777663349965e-06,S
1.4102574628662017e-05,4.592019123251393e-07,S
6.11880996157664e-06,3.335468592569851e-07,S
0.0030755054191550796,2.9495970751957878e-05,S
1.4991255903501278e-05,7.4972308806274026e-06,R
1.1294720081243296e-05,6.6086844931725824e-06,R
9.461888130746879e-07,4.589940313337714e-06,R
0.001794196299827727,0.0022848922712745256,R
0.0021587907317405534,0.002683496829214559,R
0.002861430740968519,0.0035518880696824412,R
0.00045308152940289797,0.00032694559844326823,R
0.007865363698603762,0.0036011674501013847,R
0.009108264781550399,0.004286825156458083,R
2.493996942154906e-05,1.527203067095794e-05,R
0.01156911049507063,0.005417980690554677,R
4.3466681614669844e-05,0.006604859001776557,R
0.014731928959881511,0.0015424705575330978,R
0.003900431507499823,0.0021597852462632494,R
0.014095480856075586,0.0012619693215559532,R
0.010752381345685362,0.001888739960173091,R
0.0041190392963304625,0.0025704065044638486,R
0.0018496701227666754,0.0010750962895223434,R
0.0018470482860983462,0.0009556635597139392,R
0.005360929458082053,0.002723866480177636,R
0.006640106080879242,0.0017708303014197229,R
0.005529389520483704,0.003014145424219821,R
0.006326625166853151,0.0031322771798038326,R
0.0025241114799706486,0.003872780090522755,R
0.002928682017214174,0.0023277177913603553,D
0.0009610004304289429,0.0012553054244986166,D
0.00011470931248527926,0.00010446372880557743,D
7.582741303645957e-05,0.0003339944176161031,D
0.0010291215574999848,0.0008905651481983132,D
0.00014856692117255592,0.0003380294845269041,D
6.730379355416929e-05,0.00045018392579498874,D
3.503589505668642e-05,5.212036063060094e-05,D
7.60205112482797e-05,5.1231453334904654e-05,D
0.00010578495654266672,0.00022413336365359373,D
6.298160832493929e-05,8.200757423275216e-05,D
1.845347478718805e-05,1.9255594461453933e-05,D
0.00028168100224094326,8.154351929032029e-05,D
0.00040314528883595775,1.4737789698967026e-05,D
0.0014980071433656472,0.0001239946561151327,D
0.0009080663184917599,6.880628807618712e-05,D
0.00013660498841516655,9.260271511771778e-06,D
0.001427691658683668,0.00011214170244078271,D
0.0010238729571005654,5.1321063246418294e-05,D
7.307778532545524e-05,2.4247014563590643e-05,D
0.00027852452978240874,6.114709788406011e-05,D
2.1458223302191063e-05,4.314356753101192e-06,D
0.00015482764870085604,3.928241635230707e-05,D
1.2590849376736659e-05,1.3808790980262607e-06,D
0.0005124752209462463,6.332579392191676e-05,D
1.9789800941994462e-06,2.044028532600892e-05,P
0.0005870417333395902,0.0001531886788581687,P
0.0046677246886929384,0.0004427750926907765,P
0.0031475850694649443,0.0008519334306551627,P
0.005433822058268003,0.0019423671917817955,P
0.004550720961612683,0.003475342696443002,P
0.005666233659811558,0.004096481579291691,P
0.007376255145269411,0.005534531559219231,P
0.010733035339970052,0.006312897748469362,P
0.011595574511353615,0.011130623290934902,P
0.014300409166824506,0.011362957817480403,P
0.042954815745786704,0.027431685066119864,P
0.03416484200687657,0.026438297705522945,P
0.05459738398304499,0.03466519561583524,P
0.0033109972004971653,0.0024670097458308997,P
0.0052055008816606725,0.0029582225531419033,S
0.004525774637614846,0.002580551252116806,S
0.0024941725373389756,0.0011261613996738924,S
0.0011201981390854719,0.0037916337259487898,S
4.719006875949067e-05,0.00022486020630113618,S
0.00015508815537164595,0.00033690054330317096,S
0.00045808562159071065,0.000616300501654394,S
0.002473614270463788,0.0019247535977263655,S
0.003587007808905449,0.0030083931791103197,S
0.002142097926848682,0.0019867015887175482,S
0.001309871660944038,0.0010774761165872188,S
6.686952786054102e-05,0.0002510824929030831,S
0.002513792856359899,0.0015928108037760302,S
0.05185961418322063,0.02938056614566425,S
0.06414005032009108,0.035218695298734774,S
0.06833150688613687,0.03794802316282757,S
0.0017108069059850895,0.001395256698926297,S
0.003130487022426213,0.0023647058220768206,S
0.003396886085817992,0.002568611408277728,S
0.002422281835687443,0.0018216438428010654,S
0.0020559512416032525,0.001531567538005997,S
0.001942705661831514,0.0014365984727963321,S
0.0017131826807778381,0.0012859538629837722,S
0.0014630979700604463,0.0010879665130200133,S
0.001196579989969212,0.0009016397811690629,S
0.001185705360897257,0.0008903683440493162,S
0.000894885245703603,0.0006847135959303674,S
0.0006956691212608761,0.0005342098434858762,S
0.0005819283164535153,0.00044385661283193864,S
0.0004719289443244073,0.0003577517302425094,S
0.00014581856107726427,0.00011226010786004628,S
0.00013438334203069285,0.00010693910876045465,S
3.055890601689024e-05,3.6199578487276836e-05,S
6.83638389854189e-05,7.283286004463555e-05,S
6.312709731599411e-05,6.370881867651457e-05,S
6.19327564345881e-05,5.355440776210006e-05,S
0.0002013628682427485,0.00015994883751365628,S
0.0002001138903920578,0.00015359964981691228,S
4.869641863899237e-05,3.8052244644207827e-05,S
0.000112447020554417,7.023954027501746e-05,S
7.137628576378032e-05,4.6833543346116354e-05,S
2.7984608213334036e-06,2.072595008224819e-06,S
6.23544763776623e-05,4.698326789181921e-05,S
0.00010833135470079657,8.72422938084806e-05,S
0.00012169616787450921,0.00010059998019631507,S
1.6825294284562443e-05,1.5061518034797659e-05,S
3.1141125443353007e-06,2.23168959493118e-06,S
0.00015483911133390058,0.00011892537048757641,S
0.0001348212991330559,0.00010307944982270261,S
8.025923883705197e-05,5.9821629751965414e-05,S
1.2313886067807052e-05,8.012840363303373e-06,S
6.684175023362924e-06,4.96598497501274e-06,S
2.426459059029609e-06,1.7441405682126247e-06,S
3.329671465680504e-06,2.4798039333803806e-06,S
3.402214541638881e-06,2.557249429903611e-06,S
1.2582338818044162e-05,9.274640899627129e-06,S
9.276511116994522e-06,6.573627805731622e-06,S
8.39181174681051e-06,5.74489466072605e-06,S
4.404389499292362e-06,3.692044345717732e-06,S
7.810372636639595e-06,7.828666014117519e-06,S
4.151553478553131e-05,4.173715538256453e-05,S
9.578057424339246e-05,8.776554275952127e-05,S
0.0006309821010324393,0.0005038116366953139,S
0.0036571143732990314,0.0027853901505042657,S
0.009792225522218976,0.007387542294519362,S
0.01394687448464955,0.010527586261302568,S
0.015413753438976961,0.01173748155916353,S
0.05191894261330894,0.02810262200393763,S
0.040086135837622966,0.02239708438932204,S
0.04748248543772701,0.026174699034417742,S
0.008138659660577,0.006308625401968334,S
0.005610369028188945,0.004864999021430685,S
0.007149636676935581,0.005718542632550477,S
0.005384414726825661,0.007070686044933092,S
0.0016947091354542762,0.002820577844538424,S
0.003628750999245016,0.0066390775076889215,R
0.007767852882885278,0.0038972800907515195,R
0.012760962934992688,0.010571638163702109,R
0.008351944187217792,0.004282352044424481,R
0.005348277955418249,0.0043855750410990955,R
0.006130963375364328,0.0058469005413003495,R
0.01894954389013155,0.01498645268017414,R
0.03180479137830061,0.02077698568029516,R
0.03089703373083711,0.018084321799095315,R
0.03091579922985836,0.015899904347685824,R
0.017235608543727386,0.011854095211215537,R
0.005838767916080519,0.005275792569033131,R
0.0033092467193139904,0.0026206320758293974,R
0.0011659615580786877,0.0009105301846330127,R
0.0025502848594219146,0.0016226221940295873,R
0.001965614330635551,0.0004697389158763075,R
0.0034996031879806935,0.003821917824323951,R
0.013258572166050572,0.011693875153720888,R
0.018780766003612646,0.011941432890536808,R
0.00943239499987382,0.005149782050218509,R
0.0009659026120534681,0.0005392406519098043,R
0.0013291113636485744,0.0007256647181819165,R
0.00100507323476138,0.0005307917924601646,R
0.0018147434130788328,0.001484336539724958,D
0.0010348790112248234,0.0009315451082930627,D
0.0005591551580157326,0.0005845252932059324,D
0.0015614238390020533,1.8454524447574937e-05,D
0.0014806213319473397,8.798966528002431e-06,D
0.0013624775393067882,7.394360676437021e-06,D
8.768570274912208e-06,4.4669022241888926e-06,D
2.783680331389417e-05,1.2869053544081433e-06,D
7.139885479612314e-05,3.4773157971785816e-07,D
5.172115689735241e-05,2.0122804471407703e-07,D
5.014958047336029e-05,2.0880992583183156e-07,D
5.295361023318896e-06,1.5743598994238015e-06,D
6.832681489927923e-07,2.950705020537887e-06,D
3.6996090707021626e-06,2.629481017986575e-06,D
2.2712069872058082e-06,1.8486063688708356e-06,D
5.0562602990049204e-05,1.5618056350714146e-06,D
8.26851349968822e-05,1.3292347166689206e-06,D
5.1736165254120386e-05,7.428146236097936e-07,D
4.693176426932558e-06,4.3384796248125517e-07,D
2.8869592386333996e-06,1.8338216282693285e-07,D
4.400907833630916e-07,1.8578548863753665e-07,D
6.340605232912571e-07,4.892441003765547e-07,D
1.8436250525195967e-06,6.408610057885544e-07,D
4.630798152445044e-06,3.2456952222201587e-07,D
5.6024178059773405e-06,5.146301832818733e-07,D
5.944184950829632e-06,3.9313675228379003e-07,D
1.0116669122386346e-06,2.858463934436284e-07,D
5.74397815938717e-07,1.839824463735808e-07,D
3.0171728792870727e-06,5.967595614716078e-07,D
5.53729527688912e-06,3.5392779880667887e-07,D
8.214115498140395e-07,5.546842528080253e-07,D
4.304333666570103e-06,2.532816570741527e-07,D
1.149549919083156e-05,1.2589605938775522e-06,D
6.696458901645622e-06,1.3597975251579796e-06,D
3.0338445521206986e-07,1.6165602464080851e-06,D
2.177135165990084e-06,5.291487543346766e-07,D
3.660587619290609e-06,5.893670507097153e-07,D
3.9355405108006075e-06,1.7066513764779073e-06,D
5.6893995101871644e-05,7.069198384837573e-06,D
9.181472437698618e-05,4.010784610497747e-06,D
0.0001107864812335506,3.2983863411632655e-06,D
3.9156968715652334e-05,1.4936315296865415e-06,D
1.8447502975010547e-07,9.413041126647477e-07,D
7.439753364256042e-06,1.416298814536184e-06,D
8.964479273389743e-05,5.523629137361549e-06,D
0.0010575894578935504,4.131194908017551e-06,D
0.00199063202068131,2.5486150631703376e-06,D
0.003504119771882157,5.213647205091617e-06,D
0.0030244889207757058,3.7396439749031923e-06,D
0.0045607313301784125,3.2166694796954e-06,D
0.004832624484628612,1.5972760766843838e-05,D
0.0010703006401630698,0.0002074513124555413,D
0.0009354138256686419,0.00031034679938700383,D
0.0007867407011420812,0.00021856822638592933,D
1.7123291476479175e-05,2.798368470679962e-06,D
4.3902936785214597e-07,3.925692619133628e-07,D
0.0015984504867099121,3.6395348319399993e-06,D
0.002190723579485306,8.287067500183277e-05,D
0.0021543657356750735,9.429364257418655e-05,D
0.0023401626144785325,7.844244458362198e-05,D
0.002931487265301367,0.0003013860329778558,D
0.0027845929401337575,0.0006019657008995747,D
1.2029230608638654e-05,1.8348464492417888e-05,D
7.956499156920986e-07,2.6520756781933507e-05,D
2.7987752173531815e-05,5.347708843350927e-05,D
5.994936596555932e-06,1.672918861442138e-05,D
3.378383286411403e-06,7.129131765190913e-06,D
1.73160702576917e-06,9.375996199713908e-07,D
1.433314258196956e-06,2.195389749808527e-06,D
2.210641499670925e-05,2.7690055060424482e-05,D
4.68978862489466e-05,4.1097555580939676e-05,D
0.00044314119082297545,0.000643113458896036,D
1.0038726536201153e-05,8.225284738532521e-05,D
0.00018039899145613062,0.00014096103522006126,D
0.0007131737398284834,0.0012148080414450934,D
0.0005663365311067398,0.0008715544900419111,D
4.1311218601164864e-05,0.00010283726850432799,D
0.0006327131844735735,0.0005153987409499912,D
0.0001690531284371417,0.0008793683487470826,D
0.000324952693504716,0.0003066703129286247,D
8.610494849137481e-05,0.00013468209367075652,D
1.5544316006425307e-05,2.023370138761055e-05,P
0.0023832777163422525,0.00016164150262842496,P
0.0028348705592084267,5.569468038922312e-05,P
0.0020778257839822933,0.0005430237529065339,P
1.7898703398204426e-05,0.0005783577542092012,P
0.00011365404868241268,0.0007397086237947806,P
0.00012745915449162098,0.0002879401523155635,P
0.00011293323119300955,0.00023822825367300927,P
0.00014053117075803724,0.00011884012776931997,P
0.0001245041784469636,0.0004875862416533584,P
0.00026871689040292745,0.0034040271579877136,P
0.004015867264852036,0.0024961027547472842,P
0.005033507822553765,0.003186839153720334,P
0.005405634308638079,0.0003355487546180092,P
0.0016838047672409517,0.0005149352198703732,P
0.001361753956481315,0.0008140708024404729,S
0.004385390569841375,0.0023117240928112143,S
0.006938284343551498,0.0071440152311183875,S
0.00594609654836402,0.006207060740074094,S
0.0008415754585624169,0.00395676376777707,S
0.004069447104988093,0.00027651738713388446,S
0.005087806659255487,0.005383900635540737,S
0.00913931116499093,0.012404753350951335,S
0.002019250923639546,0.012037775947802799,S
0.0015754698205638518,0.0015788780853414975,S
0.00016523929173007276,0.0002641788845050195,S
1.9708005237629925e-05,8.909794642948638e-05,S
0.000680068907960421,0.0020499666854183318,S
0.009150747609950018,0.019886371910937742,S
0.008694715130936928,0.018308389647595534,S
0.006300304933027155,0.010853942229772396,S
0.014259418727705635,0.012506239748320639,S
0.00923496644308323,0.018129605992533236,S
0.01378704699199565,0.022879483786957464,S
1.3188045774883085e-05,0.0018557586621806487,S
0.0008788188523992265,0.0007876548779533143,S
0.00012165959197783698,0.00014845253076347886,S
7.407875143981688e-05,0.00014682788960561967,S
0.0007893872210483343,0.001963864832726412,S
0.010021576996774022,0.017961024290310552,S
0.007816240081842854,0.02484966373117736,S
0.035755793605455825,0.014783641113624442,S
0.011678296124476918,0.0006251517036215673,S
0.0066601036340905966,0.022115886754256464,S
0.05206053837971943,0.03246522969288215,S
0.05286227841184805,0.03166491179031211,S
0.0018074967442228177,0.002491666276377101,S
0.00021972064777426136,0.0002698521650070057,S
1.9961119971867233e-05,7.740818917955763e-05,S
0.0006805136920824376,0.0009498690192216482,S
0.0014067584532681146,0.0019138526282523897,S
0.0008405689879071744,0.004411713287871277,S
0.005128711135549261,0.0017325676989275098,S
0.0038041954036803663,0.0008596511362126131,S
0.0002106129964701779,0.0005839299371916993,S
0.00032906259529165427,0.001648964331239369,S
0.010595665158100422,0.004316963370739666,S
0.0030818219820996605,0.00383286093827929,S
0.014485153912373806,0.0030148191053639053,S
0.002610635559947784,0.0025112527652607925,S
0.00236372169839724,0.001613694589262351,S
0.0008210137064024982,0.0010376162683820023,S
0.00034872366881104984,0.00011743008419007434,S
4.9039690767052454e-05,1.0895589078492906e-05,S
4.439411466183866e-05,0.0002198195744683395,S
0.0007172925997806334,0.0009251545003763897,S
0.0032123535269129987,0.002455932545164146,S
0.024726361392820015,0.023349578190223964,S
0.01069133135745896,0.009454490191089498,S
0.004966337515869635,0.007528436310674254,S
0.003007494475269507,0.001159666962840309,R
0.0031229892377882735,0.0016198228761937084,R
0.0020457178574235704,0.00665413647354128,R
0.0029257875862577095,0.007287704907735962,R
0.0011507006928496307,0.009937457240743294,R
0.0009105214777834125,0.0007314155921174402,R
0.0011197865143816217,0.0009236046048559342,R
0.0010290851919850096,0.0008968767811930215,R
0.002312279076921183,0.0014187142748567634,R
0.0018572237849653623,0.0013991974134014947,R
0.0014904207576198062,0.0022019261817454875,R
0.0008282951784703339,0.0009139751767974464,R
0.0007417009766652899,0.0007378047329238429,R
0.0011558061903669072,0.00031468063021066107,R
0.0010082187566547867,0.00048756563917721053,R
0.00111085648272115,0.0007809719641967102,R
0.0006993123546627128,0.0007537421047066278,R
0.0008606321115001383,0.0007375446087075564,R
0.0008520445250396907,0.0007099964357275062,R
0.0010767359981373793,0.009878527654221439,R
0.0011636254167504342,0.00823040628074804,R
0.0010683504772451757,0.006082352788977948,R
0.0012768724927465275,3.0082672331774145e-05,R
0.0006325383543598944,0.0002470744903406331,R
0.00047652453386062013,2.3455055035262526e-05,R
0.00029238200077291883,2.6402805789586222e-05,R
0.0003753234262584697,0.0002768986215234717,D
8.247990180790401e-05,2.2141727652987358e-05,D
3.524368604180252e-07,3.2529133054220385e-05,D
2.786879319234093e-05,9.449236841505023e-06,D
2.9475959646992745e-06,8.783194773059764e-06,D
2.3998083196801794e-06,5.631137586619117e-06,D
0.00020719285617164975,8.744020905845073e-05,D
0.005400216005870102,0.0006465961805460984,D
0.0043224652956791116,4.9894596733188674e-05,D
0.0029992806444803983,0.00028134397139179467,D
0.0002268713154188064,2.1035913223708142e-05,D
0.0003592508679936384,0.0010524699163654975,D
0.00022897171964031242,4.383370530186265e-05,D
2.8256904367602177e-05,1.1545322647575219e-05,D
9.080326844086636e-06,0.0001591942414714335,D
0.003087299842373673,4.319828848585031e-05,D
0.002977571112073859,0.00016671444319524297,D
0.0027722546055904385,0.0002086122427034289,D
1.530951906011764e-05,0.0006307663127145967,D
2.7701039584713235e-05,0.0005988104678229188,D
2.6318127547940428e-05,0.00040451093079257893,D
9.084739727762539e-06,5.315073769911474e-05,D
2.848529295997985e-06,4.234267709471409e-06,D
1.2013178469083062e-05,3.16961334524783e-06,D
2.4510113804411264e-06,2.608548471550774e-06,D
2.0068389652182717e-06,1.2124762376206097e-06,D
1.7457297596458528e-06,6.1757376064860794e-06,D
1.718335369115563e-06,4.5815537832451624e-05,D
3.1887882721009452e-06,8.856589234349835e-06,D
1.4964518838789358e-06,1.2794191770642127e-06,D
5.79969964930662e-07,1.971299795188554e-05,D
3.9090702465338445e-06,6.427096332917807e-05,D
6.876082474768085e-06,2.544766917938186e-05,D
9.575493844588965e-06,3.201171388591703e-05,D
2.911539536258088e-06,1.2912702581767512e-05,D
4.847883733691505e-07,1.0354616962795732e-05,D
1.3823768760901957e-06,1.0413310133807473e-05,D
0.0010521303711769807,1.0983980547149022e-06,D
0.001334662703270888,3.847715332980562e-07,D
0.0017908625454846224,1.927284541375908e-06,D
0.0001311940552418436,2.179175643703408e-06,D
4.679933033246655e-05,8.934890441980964e-07,D
2.4029611489641647e-06,0.00018965928631086096,D
6.551331016788053e-06,8.270417211010216e-05,D
6.076548972540077e-06,4.597040448875711e-06,D
7.387196176093585e-07,0.00012106821199728952,D
8.247385574506278e-07,2.9227327733700286e-05,D
6.134930652306722e-07,7.820670742129921e-07,D
1.3045400976911237e-07,1.1049101361936365e-06,D
3.5793333558317446e-07,1.389277637620053e-06,D
7.801331264131127e-07,2.9625076223369775e-07,D
6.697827660495333e-07,7.701743593054583e-07,D
4.733805631653615e-07,7.368225881978761e-07,D
5.477193855894631e-07,6.934267339218518e-07,D
2.0524505338145093e-06,8.157007648422328e-06,D
6.749118058359589e-07,8.862108412296474e-05,D
1.8133345044182097e-06,7.776926190279133e-05,D
3.430520840838251e-05,0.00010739339649327417,D
1.9576938877238772e-05,2.806322248783965e-06,D
7.405350275664902e-06,2.0687708294816635e-06,D
6.8848929611523746e-06,5.123012258557612e-06,D
1.021234839900156e-05,8.141020294203975e-06,D
2.091766223186246e-06,2.6670059520303687e-06,D
2.948919115529911e-06,0.0009663091361374857,D
2.5006776285468756e-06,2.584987106747944e-05,D
3.3546389990981992e-06,3.48305161859821e-05,D
1.3825660023943307e-05,0.0007695664668991323,D
5.7861321785168925e-06,0.00016498710799100645,D
5.785497021670679e-06,4.396448506946e-07,D
1.8652499480672981e-06,1.7703149102478897e-07,D
0.00030173194642204676,6.664093245936656e-05,D
2.9540887560545965e-07,5.482774754432613e-06,D
3.693411945082055e-06,2.8221422916606804e-05,D
3.292261625799826e-05,7.013391908440026e-05,D
5.084621933004143e-06,7.27232189100524e-06,D
1.9158638841010803e-06,6.1288695664003135e-06,D
0.00016210060212728237,3.9073749127061074e-05,P
7.499924822919824e-07,1.4757834299877576e-05,P
7.480270917310709e-05,0.000370605576313023,P
0.005994695388816066,0.0019208606508014062,P
0.010459297021551465,0.003842822396884529,P
0.015489821969712927,0.009256900047282107,P
0.0063820808159621035,0.0035636200974383044,P
0.003246547425396115,0.0018005611146296307,S
0.001871670709390555,0.0010382368674070768,S
0.00036583073204410045,0.00025797186854674057,S
0.00035925123572466987,0.0004738461301667946,S
0.0008659490403880625,0.0006015623241034915,S
0.001909961648413246,0.00025711098474695527,S
0.002467829150996171,0.00039862517892268206,S
0.0058225686455795865,0.0022744964690897297,S
0.0017550858692737602,0.00054495777916531,S
0.006922317861712865,0.003359970175224533,S
0.005168717298016946,0.0012082360630709633,S
0.011446172710482119,0.008820254267713237,S
0.007662157564900463,0.0014803941048163948,S
0.007539862135612914,0.004649264814045238,S
0.0036833472968754596,0.00830346237538927,S
0.011452762786373614,0.013601315165654477,S
0.037824965801866124,0.021702394160612818,S
0.025587869019913622,0.008947106423645523,S
0.023320256706547176,0.005287040327041889,S
0.014903148391387462,0.0072368745853808895,S
0.010173517953988067,0.004674235536206302,S
0.010585406653675983,0.0050129776364326965,S
0.00758970418771749,0.0034149986804389403,S
0.0033481263953074295,0.0029674835724104657,S
0.0014658052702628426,0.0007717658032703721,S
0.00015717669997694465,0.0003946990882577465,S
5.033783315765976e-07,0.0006174943933176171,S
0.0008577862602864988,0.0011406792167125597,S
0.004033831992578329,0.0024628602238850484,S
0.008106823650043015,0.0018718408262109426,S
0.010773807610492918,0.005710769076911187,S
0.00562799686157918,0.008675838911939683,S
0.003013896353765744,0.006554758504519767,S
0.0011060509528828721,0.0033807313366777773,S
0.0019609863038169257,0.002416151701655177,S
0.003343885722276512,0.0039050968841577837,S
0.004757326921711805,0.002842196822845845,S
0.006554974243460205,0.004860466009773796,S
0.0067036426401049405,0.002612591441115708,S
0.004819361711718787,0.003828657393870374,S
0.0025789720285670143,0.0018992324337887014,S
0.0005576195616834241,0.0013553070345075741,S
9.153103701167743e-05,0.000683180473349425,S
0.0021798339705060544,0.0020662832653764213,S
0.005171441365997568,0.0033358018267566182,S
0.0073945049473972905,0.004730947933604839,S
0.004856619044449482,0.005478713562923144,S
0.0024826587417577026,0.00372512319065703,S
0.0015309252233209835,0.002272886402726453,S
0.0011638439858443963,0.0005822232933201973,S
0.0007324008076527278,0.0009338365197814565,S
0.0010531016005269436,0.0019031307009236933,S
0.0008333808672151426,0.0007532353222053404,S
0.001140779534576908,0.00021104448336047179,S
0.0008152447850408198,6.376262262193536e-05,S
0.0008158164459958777,0.000520893483059552,S
0.0036710962261479957,0.0033243768959759085,S
0.003837210927747282,0.003867552143280473,S
0.0022648858746300675,0.0007665764395976592,S
0.0016019359289499936,0.000393809403840873,S
0.002703847178597492,0.0009772240581260173,S
0.005639648442267261,0.0025678916514693976,S
0.0038052644309747143,0.003217566972094291,S
0.0033816884977321835,0.002576460496093919,S
0.0023797095653375544,0.0019005885076652516,S
0.0017321581873886488,0.0008383687296479752,S
