frame,verdadeiro,classificado,rotulo_d,saida_d,rotulo_p,saida_p,rotulo_h,saida_h,rotulo_s,saida_s,rotulo_r,saida_r
772,D,D,D,-2.5758,NP,-1.0372,NH,1.2864,NS,-2.1536,NR,-2.7282
773,D,D,D,-2.5713,NP,-1.0922,NH,1.2897,NS,-2.217,NR,-2.5885
774,D,D,D,-2.8559,NP,-1.0026,NH,1.2805,NS,-2.3067,NR,-2.7286
775,D,D,D,-2.6638,NP,-0.9922,NH,1.2796,NS,-1.7905,NR,-2.8762
776,D,D,D,-2.5927,NP,-1.047,NH,1.277,NS,-1.6016,NR,-2.8992
777,D,D,D,-2.2401,NP,-1.0384,NH,1.2787,NS,-1.551,NR,-2.6308
778,D,D,D,-2.166,NP,-1.0419,NH,1.2779,NS,-1.5684,NR,-2.4255
779,D,D,D,-2.3457,NP,-0.9908,NH,1.2755,NS,-1.9754,NR,-2.4068
780,D,D,D,-2.3952,NP,-0.924,NH,1.2742,NS,-2.046,NR,-2.6021
781,D,D,D,-2.5136,NP,-0.853,NH,1.2841,NS,-2.1179,NR,-2.7881
782,D,D,D,-2.4723,NP,-0.8963,NH,1.2945,NS,-2.0761,NR,-2.7671
783,D,D,D,-2.5278,NP,-0.9161,NH,1.3012,NS,-2.0072,NR,-2.8881
784,D,D,D,-2.5947,NP,-0.9279,NH,1.2949,NS,-1.9835,NR,-2.8731
785,D,D,D,-2.8859,NP,-0.9533,NH,1.2852,NS,-2.0472,NR,-3.1552
786,D,D,D,-3.2614,NP,-0.9541,NH,1.2809,NS,-2.0054,NR,-3.574
787,D,D,D,-3.4749,NP,-0.8868,NH,1.2799,NS,-2.0297,NR,-3.8323
788,D,D,D,-3.6374,NP,-0.945,NH,1.2856,NS,-1.8114,NR,-4.1233
789,D,D,D,-3.4339,NP,-0.9351,NH,1.2888,NS,-1.7956,NR,-3.9825
790,D,D,D,-3.4487,NP,-0.9789,NH,1.2789,NS,-1.8437,NR,-3.8561
791,D,D,D,-3.3887,NP,-0.9321,NH,1.275,NS,-1.824,NR,-3.7254
792,D,D,D,-3.5254,NP,-0.9087,NH,1.2751,NS,-1.823,NR,-3.956
793,D,D,D,-3.5872,NP,-0.9554,NH,1.2745,NS,-1.5739,NR,-4.1936
794,D,D,D,-3.2602,NP,-0.944,NH,1.2854,NS,-1.4511,NR,-3.8451
795,D,D,D,-3.1035,NP,-1.0553,NH,1.2837,NS,-1.3354,NR,-3.7854
796,D,D,D,-2.8537,NP,-1.0722,NH,1.2831,NS,-1.2561,NR,-3.5736
797,D,D,D,-2.7184,NP,-1.0368,NH,1.2789,NS,-1.4835,NR,-3.2894
798,D,D,D,-2.8675,NP,-1.1015,NH,1.2756,NS,-1.2738,NR,-3.5049
799,D,D,D,-2.6659,NP,-1.0609,NH,1.272,NS,-1.1874,NR,-3.4107
800,D,D,D,-2.7066,NP,-1.0656,NH,1.2741,NS,-1.1614,NR,-3.3774
801,D,D,D,-2.5403,NP,-1.0844,NH,1.272,NS,-1.3459,NR,-3.2131
802,D,D,D,-2.4797,NP,-1.1179,NH,1.2779,NS,-1.5102,NR,-3.0408
803,D,D,D,-2.5808,NP,-1.094,NH,1.2793,NS,-1.4596,NR,-3.2037
804,D,D,D,-2.2548,NP,-1.0416,NH,1.2793,NS,-1.6157,NR,-2.883
805,D,D,D,-2.4906,NP,-1.0465,NH,1.2791,NS,-1.5524,NR,-3.0104
806,D,D,D,-2.4315,NP,-1.0247,NH,1.2748,NS,-1.3777,NR,-3.0643
807,D,D,D,-2.5022,NP,-1.0246,NH,1.2859,NS,-1.504,NR,-3.1079
808,D,D,D,-2.8184,NP,-1.0462,NH,1.2892,NS,-1.4552,NR,-3.3869
809,D,D,D,-2.8582,NP,-1.0902,NH,1.2975,NS,-1.6551,NR,-3.2903
810,D,D,D,-2.9644,NP,-1.0726,NH,1.2982,NS,-1.7483,NR,-3.2013
811,D,D,D,-3.0549,NP,-1.0815,NH,1.2894,NS,-1.6005,NR,-3.4639
812,D,D,D,-2.7686,NP,-1.166,NH,1.2869,NS,-1.4968,NR,-3.3135
813,D,D,D,-2.8979,NP,-1.1285,NH,1.2914,NS,-1.4414,NR,-3.4119
814,D,D,D,-2.6857,NP,-1.1007,NH,1.2813,NS,-1.2173,NR,-3.5071
815,D,D,D,-3.1629,NP,-1.0904,NH,1.2876,NS,-1.1679,NR,-3.9219
816,D,D,D,-3.0724,NP,-1.0616,NH,1.2889,NS,-0.9937,NR,-4.1032
817,D,D,D,-2.8715,NP,-1.1373,NH,1.2891,NS,-1.2179,NR,-3.6225
818,D,D,D,-2.5527,NP,-1.1061,NH,1.2825,NS,-1.1363,NR,-3.2787
819,D,D,D,-2.3219,NP,-1.098,NH,1.2788,NS,-1.3613,NR,-3.0701
820,D,D,D,-2.2103,NP,-1.1149,NH,1.2688,NS,-1.5741,NR,-2.7293
821,D,D,D,-2.0923,NP,-1.085,NH,1.2574,NS,-1.6063,NR,-2.4857
822,D,D,D,-2.0741,NP,-1.0934,NH,1.2548,NS,-1.5414,NR,-2.5495
823,D,D,D,-2.1196,NP,-1.0877,NH,1.2524,NS,-1.5097,NR,-2.5114
824,D,D,D,-2.0891,NP,-1.0887,NH,1.2504,NS,-1.2989,NR,-2.5441
825,D,D,D,-2.2324,NP,-1.1591,NH,1.244,NS,-1.0887,NR,-2.6629
826,D,D,D,-2.1698,NP,-1.1634,NH,1.2355,NS,-1.4424,NR,-2.5589
827,D,D,D,-2.4052,NP,-1.2703,NH,1.237,NS,-1.2562,NR,-2.8322
828,D,D,D,-2.4831,NP,-1.1698,NH,1.23,NS,-1.5177,NR,-2.8103
829,D,D,D,-2.4358,NP,-1.2023,NH,1.2413,NS,-1.3546,NR,-2.9701
830,D,D,D,-2.4426,NP,-1.1568,NH,1.2459,NS,-1.1111,NR,-3.1324
831,D,D,D,-2.3834,NP,-1.1082,NH,1.2607,NS,-1.3282,NR,-2.9656
832,D,D,D,-2.7861,NP,-1.1457,NH,1.2687,NS,-1.3493,NR,-3.365
833,D,D,D,-2.8665,NP,-1.0379,NH,1.2714,NS,-1.4518,NR,-3.4447
834,D,D,D,-2.8983,NP,-1.0388,NH,1.264,NS,-1.7188,NR,-3.285
835,D,D,D,-3.2171,NP,-1.1229,NH,1.2604,NS,-1.7738,NR,-3.4437
836,D,D,D,-2.7307,NP,-1.0834,NH,1.2581,NS,-1.9124,NR,-2.8836
837,D,D,D,-2.6039,NP,-1.063,NH,1.2503,NS,-1.864,NR,-2.8057
838,D,D,D,-2.5728,NP,-1.0796,NH,1.2439,NS,-1.7594,NR,-2.9419
839,D,D,D,-2.6534,NP,-1.1138,NH,1.2464,NS,-1.8258,NR,-2.9585
840,D,D,D,-2.6437,NP,-1.05,NH,1.2473,NS,-1.6664,NR,-3.0727
841,D,D,D,-2.5168,NP,-1.0662,NH,1.241,NS,-1.4183,NR,-3.2138
842,D,D,D,-2.5952,NP,-1.095,NH,1.2396,NS,-1.3548,NR,-3.1176
843,D,D,D,-2.2538,NP,-1.0972,NH,1.2348,NS,-1.3666,NR,-2.9129
844,D,D,D,-2.3914,NP,-1.1943,NH,1.2386,NS,-1.5065,NR,-2.9619
845,D,D,D,-2.2081,NP,-1.0937,NH,1.2466,NS,-1.5528,NR,-2.9175
846,D,D,D,-2.4229,NP,-1.1215,NH,1.2591,NS,-1.8356,NR,-2.7569
847,D,D,D,-2.2559,NP,-1.1339,NH,1.2644,NS,-1.6727,NR,-2.6491
848,D,D,D,-2.4592,NP,-1.0555,NH,1.2672,NS,-1.8174,NR,-2.6496
849,D,D,D,-2.4243,NP,-1.0526,NH,1.2662,NS,-1.4476,NR,-3.0134
850,D,D,D,-2.6641,NP,-1.0138,NH,1.2702,NS,-1.6478,NR,-3.0953
851,D,D,D,-2.579,NP,-0.9244,NH,1.2615,NS,-1.6482,NR,-3.0979
852,D,D,D,-2.7017,NP,-0.8655,NH,1.2612,NS,-1.6916,NR,-3.1368
853,D,D,D,-2.67,NP,-0.8061,NH,1.2664,NS,-1.8005,NR,-3.2681
854,D,D,D,-2.4891,NP,-0.8184,NH,1.2707,NS,-1.5438,NR,-3.2258
855,D,D,D,-2.0937,NP,-0.6545,NH,1.2716,NS,-1.6458,NR,-3.0094
856,D,D,D,-2.0436,NP,-0.6931,NH,1.2741,NS,-1.5321,NR,-2.9112
857,D,D,D,-2.1894,NP,-0.6783,NH,1.2744,NS,-1.4477,NR,-3.2563
858,D,D,D,-2.1121,NP,-0.7842,NH,1.2827,NS,-1.3123,NR,-2.9878
859,D,D,D,-2.0143,NP,-0.7062,NH,1.2652,NS,-1.2834,NR,-2.8717
860,D,D,D,-1.9289,NP,-0.9471,NH,1.2195,NS,-1.1392,NR,-2.704
861,D,D,D,-1.8778,NP,-1.052,NH,1.171,NS,-1.1416,NR,-2.5523
862,D,D,D,-1.5969,NP,-1.1325,NH,1.1096,NS,-1.068,NR,-2.1383
863,D,D,D,-1.3956,NP,-1.1599,NH,1.0553,NS,-1.0746,NR,-1.7879
864,D,D,D,-1.1974,NP,-1.1355,NH,1.0079,NS,-0.9295,NR,-1.5473
865,D,D,D,-0.8758,NP,-1.03,NH,0.9784,NS,-0.8034,NR,-1.2997
866,D,D,D,-0.5765,NP,-0.9159,NH,0.9674,NS,-0.7277,NR,-1.0628
867,D,D,D,-0.5304,NP,-0.8893,NH,0.9703,NS,-0.7293,NR,-0.9908
868,D,D,D,-0.5178,NP,-0.8741,NH,0.9717,NS,-0.7246,NR,-0.9676
869,D,D,D,-0.529,NP,-0.8703,NH,0.9728,NS,-0.7297,NR,-0.9619
870,D,D,D,-0.5347,NP,-0.8686,NH,0.9732,NS,-0.732,NR,-0.9606
871,D,D,D,-0.5158,NP,-0.8616,NH,0.972,NS,-0.7204,NR,-0.9584
872,D,D,D,-0.48,NP,-0.8506,NH,0.9699,NS,-0.6993,NR,-0.9551
873,D,D,D,-0.416,NP,-0.8319,NH,0.9663,NS,-0.6619,NR,-0.9495
874,D,D,D,-0.369,NP,-0.8183,NH,0.9635,NS,-0.6344,NR,-0.9454
875,D,D,D,-0.3138,NP,-0.8023,NH,0.9603,NS,-0.6024,NR,-0.9407
876,D,D,D,-0.2614,NP,-0.7872,NH,0.9573,NS,-0.572,NR,-0.9361
877,D,D,D,-0.2059,NP,-0.7712,NH,0.954,NS,-0.5398,NR,-0.9314
878,D,D,D,-0.158,NP,-0.7573,NH,0.9512,NS,-0.5121,NR,-0.9272
879,D,D,D,-0.1258,NP,-0.7481,NH,0.9494,NS,-0.4934,NR,-0.9244
880,D,D,D,-0.1105,NP,-0.7437,NH,0.9485,NS,-0.4846,NR,-0.9231
881,D,D,D,-0.101,NP,-0.7409,NH,0.9479,NS,-0.479,NR,-0.9222
882,D,D,D,-0.0829,NP,-0.7358,NH,0.9469,NS,-0.4685,NR,-0.9207
883,D,D,D,-0.0921,NP,-0.7384,NH,0.9474,NS,-0.4738,NR,-0.9215
884,D,D,D,-0.0869,NP,-0.7365,NH,0.9471,NS,-0.4711,NR,-0.9211
885,D,D,D,-0.0834,NP,-0.7356,NH,0.9469,NS,-0.469,NR,-0.9208
886,D,D,D,-0.0706,NP,-0.7336,NH,0.9461,NS,-0.4608,NR,-0.9196
887,D,D,D,-0.0558,NP,-0.7304,NH,0.9452,NS,-0.4518,NR,-0.9182
888,D,D,D,-0.0294,NP,-0.7156,NH,0.9443,NS,-0.4426,NR,-0.9168
889,D,D,D,-0.0068,NP,-0.7011,NH,0.9436,NS,-0.4355,NR,-0.9158
890,D,D,ND,0.0638,NP,-0.6423,NH,0.9425,NS,-0.4255,NR,-0.9143
891,D,D,ND,0.1281,NP,-0.5916,NH,0.9414,NS,-0.4142,NR,-0.9126
892,D,D,ND,0.1579,NP,-0.5781,NH,0.9401,NS,-0.4007,NR,-0.9106
893,D,D,ND,0.1696,NP,-0.5829,NH,0.9389,NS,-0.3881,NR,-0.9087
894,D,D,ND,0.1838,NP,-0.5949,NH,0.9369,NS,-0.3684,NR,-0.9057
895,D,D,ND,0.1853,NP,-0.6173,NH,0.9351,NS,-0.35,NR,-0.9029
896,D,D,ND,0.2422,NP,-0.5764,NH,0.9337,NS,-0.3362,NR,-0.9008
897,P,S,ND,0.3776,NP,-0.4521,NH,0.9328,NS,-0.3263,NR,-0.8995
898,P,S,ND,0.523,NP,-0.3213,NH,0.932,NS,-0.315,NR,-0.8983
899,P,P,ND,0.6176,NP,-0.242,NH,0.9318,NS,-0.3017,NR,-0.8979
900,P,P,ND,0.6616,NP,-0.2216,NH,0.9323,NS,-0.2762,NR,-0.8989
901,P,S,ND,0.6765,NP,-0.2409,NH,0.9342,NS,-0.2358,NR,-0.902
902,P,S,ND,0.6889,NP,-0.2733,NH,0.9374,NS,-0.1822,NR,-0.9071
903,P,S,ND,0.7162,NP,-0.3161,NH,0.9425,NS,-0.1,NR,-0.9149
904,P,S,ND,0.7459,NP,-0.3618,NH,0.9489,NS,-0.0106,NR,-0.9246
905,P,S,ND,0.7755,NP,-0.4343,NH,0.9547,S,0.1044,NR,-0.9335
906,P,S,ND,0.7935,NP,-0.4332,NH,0.9583,S,0.1288,NR,-0.9388
907,P,S,ND,0.8038,NP,-0.4765,NH,0.9603,S,0.1863,NR,-0.9417
908,P,S,ND,0.8157,NP,-0.4068,NH,0.9627,S,0.1337,NR,-0.9451
909,P,S,ND,0.8201,NP,-0.384,NH,0.9636,S,0.1169,NR,-0.9463
910,P,S,ND,0.8203,NP,-0.358,NH,0.9636,S,0.0914,NR,-0.9464
911,P,S,ND,0.8203,NP,-0.3358,NH,0.9636,S,0.0695,NR,-0.9464
912,P,S,ND,0.8203,NP,-0.3269,NH,0.9636,S,0.0608,NR,-0.9464
913,P,S,ND,0.8201,NP,-0.3127,NH,0.9636,S,0.0464,NR,-0.9464
914,P,S,ND,0.8203,NP,-0.3041,NH,0.9636,S,0.0375,NR,-0.9465
915,P,S,ND,0.8204,NP,-0.2726,NH,0.9637,S,0.0061,NR,-0.9466
916,H,S,ND,0.8052,NP,-0.2879,NH,0.9606,S,0.0002,NR,-0.9423
917,H,S,ND,0.7733,NP,-0.312,NH,0.9542,NS,-0.021,NR,-0.9331
918,H,S,ND,0.7732,NP,-0.2937,NH,0.9542,NS,-0.0388,NR,-0.9332
919,H,S,ND,0.7739,NP,-0.2818,NH,0.9543,NS,-0.0498,NR,-0.9336
920,H,S,ND,0.7741,NP,-0.3131,NH,0.9543,NS,-0.0178,NR,-0.9339
921,H,S,ND,0.7756,NP,-0.2984,NH,0.9546,NS,-0.0292,NR,-0.9347
922,H,S,ND,0.7766,NP,-0.3049,NH,0.9548,NS,-0.0208,NR,-0.9354
923,H,S,ND,0.7789,NP,-0.3111,NH,0.9553,NS,-0.0108,NR,-0.9364
924,H,S,ND,0.7802,NP,-0.3099,NH,0.9556,NS,-0.0099,NR,-0.9372
925,H,S,ND,0.781,NP,-0.3082,NH,0.9557,NS,-0.0112,NR,-0.9378
926,H,S,ND,0.7829,NP,-0.2967,NH,0.9561,NS,-0.0206,NR,-0.939
927,H,S,ND,0.7845,NP,-0.2888,NH,0.9564,NS,-0.0272,NR,-0.9396
928,H,S,ND,0.7804,NP,-0.2849,NH,0.9556,NS,-0.0383,NR,-0.9379
929,H,S,ND,0.7794,NP,-0.2782,NH,0.9553,NS,-0.0487,NR,-0.9369
930,H,S,ND,0.7809,NP,-0.323,NH,0.9556,NS,-0.0043,NR,-0.9368
931,H,S,ND,0.7849,NP,-0.3946,NH,0.9565,S,0.0707,NR,-0.9375
932,H,S,ND,0.7896,NP,-0.4465,NH,0.9575,S,0.1274,NR,-0.9386
933,H,S,ND,0.7949,NP,-0.4303,NH,0.9586,S,0.1174,NR,-0.94
934,H,S,ND,0.8012,NP,-0.3585,NH,0.9598,S,0.052,NR,-0.9418
935,H,S,ND,0.8072,NP,-0.3542,NH,0.961,S,0.0545,NR,-0.9435
936,H,S,ND,0.8118,NP,-0.3952,NH,0.962,S,0.1039,NR,-0.945
937,H,S,ND,0.8145,NP,-0.3217,NH,0.9627,S,0.0381,NR,-0.9458
938,H,S,ND,0.8166,NP,-0.2032,NH,0.9631,NS,-0.0733,NR,-0.9464
939,H,S,ND,0.8184,NP,-0.359,NH,0.9634,S,0.0882,NR,-0.947
940,H,S,ND,0.8187,NP,-0.5433,NH,0.9634,S,0.2754,NR,-0.9471
941,H,S,ND,0.8175,NP,-0.6984,NH,0.9632,S,0.4286,NR,-0.9468
942,H,S,ND,0.8144,NP,-0.7897,NH,0.9627,S,0.5146,NR,-0.9458
943,H,S,ND,0.811,NP,-0.8286,NH,0.9619,S,0.5454,NR,-0.9447
944,P,S,ND,0.8089,NP,-0.8472,NH,0.9614,S,0.5557,NR,-0.944
945,P,S,ND,0.802,NP,-0.8579,NH,0.9601,S,0.552,NR,-0.942
946,P,S,ND,0.7958,NP,-0.8442,NH,0.9588,S,0.5285,NR,-0.9399
947,P,S,ND,0.791,NP,-0.8151,NH,0.9579,S,0.4952,NR,-0.9384
948,P,S,ND,0.7877,NP,-0.7815,NH,0.9572,S,0.4582,NR,-0.9372
949,P,S,ND,0.7854,NP,-0.7387,NH,0.9567,S,0.4144,NR,-0.9364
950,P,S,ND,0.7799,NP,-0.7128,NH,0.9556,S,0.3824,NR,-0.9347
951,P,S,ND,0.7574,NP,-0.6749,NH,0.951,S,0.3116,NR,-0.9276
952,S,S,ND,0.739,NP,-0.6493,NH,0.9473,S,0.2588,NR,-0.9218
953,S,S,ND,0.719,NP,-0.6371,NH,0.9432,S,0.2168,NR,-0.9155
954,S,S,ND,0.7061,NP,-0.6299,NH,0.9406,S,0.1903,NR,-0.9114
955,S,S,ND,0.6911,NP,-0.5601,NH,0.9376,S,0.0989,NR,-0.9068
956,S,S,ND,0.6782,NP,-0.4912,NH,0.935,S,0.0125,NR,-0.9029
957,S,S,ND,0.6618,NP,-0.4329,NH,0.9317,NS,-0.0678,NR,-0.8979
958,S,S,ND,0.6484,NP,-0.4048,NH,0.929,NS,-0.1136,NR,-0.8939
959,S,S,ND,0.6419,NP,-0.3915,NH,0.9277,NS,-0.135,NR,-0.8918
960,S,S,ND,0.6236,NP,-0.4136,NH,0.9241,NS,-0.1379,NR,-0.8864
961,S,S,ND,0.6094,NP,-0.441,NH,0.9212,NS,-0.1301,NR,-0.8822
962,S,S,ND,0.598,NP,-0.4737,NH,0.9189,NS,-0.1136,NR,-0.8788
963,S,S,ND,0.5894,NP,-0.5048,NH,0.9172,NS,-0.0949,NR,-0.8762
964,S,S,ND,0.583,NP,-0.5284,NH,0.9159,NS,-0.0807,NR,-0.8743
965,S,S,ND,0.5781,NP,-0.5423,NH,0.9149,NS,-0.0739,NR,-0.8729
966,S,S,ND,0.5737,NP,-0.5514,NH,0.914,NS,-0.0714,NR,-0.8716
967,S,S,ND,0.5707,NP,-0.557,NH,0.9134,NS,-0.0701,NR,-0.8707
968,S,S,ND,0.5684,NP,-0.5598,NH,0.9129,NS,-0.0708,NR,-0.87
969,S,S,ND,0.566,NP,-0.5606,NH,0.9125,NS,-0.0735,NR,-0.8693
970,S,S,ND,0.564,NP,-0.5599,NH,0.9121,NS,-0.0771,NR,-0.8687
971,S,S,ND,0.5623,NP,-0.5588,NH,0.9117,NS,-0.0805,NR,-0.8682
972,S,S,ND,0.561,NP,-0.5578,NH,0.9115,NS,-0.0835,NR,-0.8678
973,S,S,ND,0.5599,NP,-0.5567,NH,0.9112,NS,-0.0862,NR,-0.8675
974,S,S,ND,0.559,NP,-0.5556,NH,0.911,NS,-0.0887,NR,-0.8672
975,S,S,ND,0.5582,NP,-0.5547,NH,0.9109,NS,-0.0908,NR,-0.8669
976,S,S,ND,0.5573,NP,-0.5537,NH,0.9107,NS,-0.093,NR,-0.8667
977,S,S,ND,0.5565,NP,-0.553,NH,0.9105,NS,-0.0949,NR,-0.8664
978,S,S,ND,0.5559,NP,-0.5525,NH,0.9104,NS,-0.0962,NR,-0.8663
979,S,S,ND,0.5555,NP,-0.5523,NH,0.9103,NS,-0.0972,NR,-0.8661
980,S,S,ND,0.5551,NP,-0.5522,NH,0.9103,NS,-0.0977,NR,-0.866
981,S,S,ND,0.5549,NP,-0.5522,NH,0.9102,NS,-0.0981,NR,-0.8659
982,S,S,ND,0.5547,NP,-0.5523,NH,0.9102,NS,-0.0983,NR,-0.8659
983,S,S,ND,0.5545,NP,-0.5524,NH,0.9101,NS,-0.0984,NR,-0.8658
984,S,S,ND,0.5544,NP,-0.5524,NH,0.9101,NS,-0.0985,NR,-0.8658
985,S,S,ND,0.5543,NP,-0.5525,NH,0.9101,NS,-0.0986,NR,-0.8658
986,P,S,ND,0.5542,NP,-0.5525,NH,0.9101,NS,-0.0987,NR,-0.8658
987,P,S,ND,0.5542,NP,-0.5526,NH,0.9101,NS,-0.0987,NR,-0.8657
988,P,S,ND,0.5541,NP,-0.5526,NH,0.9101,NS,-0.0988,NR,-0.8657
989,P,S,ND,0.5541,NP,-0.5526,NH,0.9101,NS,-0.0988,NR,-0.8657
990,P,S,ND,0.5541,NP,-0.5525,NH,0.9101,NS,-0.0988,NR,-0.8657
991,P,S,ND,0.5541,NP,-0.5525,NH,0.9101,NS,-0.0989,NR,-0.8657
992,P,S,ND,0.554,NP,-0.5525,NH,0.9101,NS,-0.0989,NR,-0.8657
993,P,S,ND,0.5541,NP,-0.5525,NH,0.9101,NS,-0.0989,NR,-0.8657
994,P,S,ND,0.554,NP,-0.5525,NH,0.9101,NS,-0.099,NR,-0.8657
995,P,S,ND,0.554,NP,-0.5525,NH,0.9101,NS,-0.099,NR,-0.8657
996,P,S,ND,0.5539,NP,-0.5524,NH,0.91,NS,-0.0992,NR,-0.8657
997,P,S,ND,0.5539,NP,-0.5524,NH,0.91,NS,-0.0993,NR,-0.8657
998,P,S,ND,0.5539,NP,-0.5524,NH,0.91,NS,-0.0993,NR,-0.8657
999,P,S,ND,0.5538,NP,-0.5524,NH,0.91,NS,-0.0994,NR,-0.8657
1000,P,S,ND,0.5537,NP,-0.5524,NH,0.91,NS,-0.0995,NR,-0.8657
1001,P,S,ND,0.5536,NP,-0.5524,NH,0.91,NS,-0.0995,NR,-0.8657
1002,P,S,ND,0.5535,NP,-0.5524,NH,0.91,NS,-0.0996,NR,-0.8657
1003,P,S,ND,0.5533,NP,-0.5525,NH,0.9101,NS,-0.0998,NR,-0.8657
1004,H,S,ND,0.5531,NP,-0.5525,NH,0.9101,NS,-0.0999,NR,-0.8657
1005,H,S,ND,0.5529,NP,-0.5525,NH,0.9101,NS,-0.1,NR,-0.8657
1006,H,S,ND,0.5526,NP,-0.5525,NH,0.9101,NS,-0.1003,NR,-0.8658
1007,H,S,ND,0.5526,NP,-0.5521,NH,0.9101,NS,-0.1006,NR,-0.8658
1008,H,S,ND,0.5528,NP,-0.5515,NH,0.9102,NS,-0.1009,NR,-0.8659
1009,H,S,ND,0.5528,NP,-0.5508,NH,0.9102,NS,-0.1014,NR,-0.866
1010,H,S,ND,0.5526,NP,-0.5503,NH,0.9103,NS,-0.102,NR,-0.866
1011,H,S,ND,0.552,NP,-0.5502,NH,0.9103,NS,-0.1027,NR,-0.8661
1012,H,S,ND,0.5511,NP,-0.5504,NH,0.9104,NS,-0.1033,NR,-0.8662
1013,H,S,ND,0.5497,NP,-0.5508,NH,0.9105,NS,-0.1041,NR,-0.8663
1014,H,S,ND,0.5479,NP,-0.5518,NH,0.9106,NS,-0.1046,NR,-0.8665
1015,H,S,ND,0.5455,NP,-0.5538,NH,0.9107,NS,-0.1048,NR,-0.8667
1016,H,S,ND,0.5427,NP,-0.5556,NH,0.9109,NS,-0.1053,NR,-0.8669
1017,H,S,ND,0.5395,NP,-0.5569,NH,0.9111,NS,-0.1068,NR,-0.8672
1018,H,S,ND,0.5371,NP,-0.5576,NH,0.9112,NS,-0.1081,NR,-0.8675
1019,H,S,ND,0.5356,NP,-0.5581,NH,0.9114,NS,-0.1088,NR,-0.8676
1020,H,S,ND,0.5376,NP,-0.5576,NH,0.9113,NS,-0.1075,NR,-0.8675
1021,H,S,ND,0.5409,NP,-0.5568,NH,0.9111,NS,-0.1053,NR,-0.8673
1022,H,S,ND,0.5449,NP,-0.5551,NH,0.911,NS,-0.1032,NR,-0.8671
1023,H,S,ND,0.5503,NP,-0.5521,NH,0.9109,NS,-0.1012,NR,-0.867
1024,H,S,ND,0.5541,NP,-0.5505,NH,0.9107,NS,-0.0995,NR,-0.8666
1025,H,S,ND,0.5553,NP,-0.5504,NH,0.9105,NS,-0.0988,NR,-0.8664
1026,H,S,ND,0.5559,NP,-0.5502,NH,0.9105,NS,-0.0984,NR,-0.8664
1027,H,S,ND,0.5563,NP,-0.5502,NH,0.9105,NS,-0.0979,NR,-0.8664
1028,H,S,ND,0.5567,NP,-0.5501,NH,0.9106,NS,-0.0974,NR,-0.8665
1029,H,S,ND,0.557,NP,-0.5507,NH,0.9107,NS,-0.0965,NR,-0.8666
1030,H,S,ND,0.557,NP,-0.551,NH,0.9107,NS,-0.0961,NR,-0.8666
1031,H,S,ND,0.5572,NP,-0.5511,NH,0.9107,NS,-0.0958,NR,-0.8666
1032,H,S,ND,0.5573,NP,-0.5512,NH,0.9107,NS,-0.0955,NR,-0.8667
1033,P,S,ND,0.5577,NP,-0.551,NH,0.9108,NS,-0.0951,NR,-0.8668
1034,P,S,ND,0.5585,NP,-0.5504,NH,0.911,NS,-0.0945,NR,-0.867
1035,P,S,ND,0.5602,NP,-0.5493,NH,0.9113,NS,-0.0932,NR,-0.8675
1036,P,S,ND,0.5611,NP,-0.5496,NH,0.9115,NS,-0.0915,NR,-0.8678
1037,P,S,ND,0.5622,NP,-0.5526,NH,0.9117,NS,-0.087,NR,-0.8681
1038,P,S,ND,0.5626,NP,-0.5579,NH,0.9118,NS,-0.0811,NR,-0.8683
1039,S,S,ND,0.5631,NP,-0.5609,NH,0.9119,NS,-0.0774,NR,-0.8684
1040,S,S,ND,0.5639,NP,-0.5623,NH,0.912,NS,-0.0748,NR,-0.8687
1041,S,S,ND,0.5658,NP,-0.5642,NH,0.9124,NS,-0.0701,NR,-0.8692
1042,S,S,ND,0.5678,NP,-0.5663,NH,0.9128,NS,-0.065,NR,-0.8699
1043,S,S,ND,0.5708,NP,-0.5692,NH,0.9134,NS,-0.0578,NR,-0.8707
1044,S,S,ND,0.5715,NP,-0.5697,NH,0.9136,NS,-0.0563,NR,-0.8709
1045,S,S,ND,0.5714,NP,-0.5693,NH,0.9136,NS,-0.0568,NR,-0.8709
1046,S,S,ND,0.5714,NP,-0.5692,NH,0.9136,NS,-0.0569,NR,-0.8709
1047,S,S,ND,0.5727,NP,-0.5705,NH,0.9138,NS,-0.0537,NR,-0.8713
1048,S,S,ND,0.5751,NP,-0.5731,NH,0.9143,NS,-0.0475,NR,-0.8721
1049,S,S,ND,0.5796,NP,-0.5781,NH,0.9153,NS,-0.0358,NR,-0.8735
1050,S,S,ND,0.5863,NP,-0.5854,NH,0.9166,NS,-0.0185,NR,-0.8757
1051,S,S,ND,0.596,NP,-0.5958,NH,0.9187,S,0.0071,NR,-0.8796
1052,S,S,ND,0.6065,NP,-0.6077,NH,0.9209,S,0.0354,NR,-0.8836
1053,S,S,ND,0.6174,NP,-0.6205,NH,0.9232,S,0.0606,NR,-0.8831
1054,S,S,ND,0.629,NP,-0.6341,NH,0.9256,S,0.0784,NR,-0.8738
1055,R,S,ND,0.6404,NP,-0.6427,NH,0.9272,S,0.0827,NR,-0.8571
1056,R,S,ND,0.6544,NP,-0.6426,NH,0.9282,S,0.0663,NR,-0.8277
1057,R,S,ND,0.6832,NP,-0.6236,NH,0.9289,S,0.0339,NR,-0.7848
1058,R,S,ND,0.7166,NP,-0.5772,NH,0.9299,NS,-0.004,NR,-0.754
